id,Name,Age,Gender,Location,School_Grade,Daily_Usage_Hours,Sleep_Hours,Academic_Performance,Social_Interactions,Exercise_Hours,Anxiety_Level,Depression_Level,Self_Esteem,Parental_Control,Screen_Time_Before_Bed,Phone_Checks_Per_Day,Apps_Used_Daily,Time_on_Social_Media,Time_on_Gaming,Time_on_Education,Phone_Usage_Purpose,Family_Communication,Weekend_Usage_Hours,Addiction_Level
1406,Majid Khaldi,17,Female,Timezrit,8th,3.8,6.3,65,10,0.3,1,5,7,0,1.5,83,18,3.1,3.7,0.9,Browsing,2,5.9,10.0
1407,Aicha Segni,13,Female,Bougaa,8th,1.2,7.2,66,0,0.4,1,1,5,1,1.6,29,15,3.8,0.6,0.4,Education,7,8.0,5.6
1408,Nesrine Ayachi,15,Prefer not to say,Mascara,8th,7.1,4.9,66,3,0.6,10,7,1,0,0.4,121,14,3.2,1.4,0.8,Education,3,5.5,10.0
1409,Emna Nacer,19,Female,Bir Ghbalou,10th,6.4,5.3,55,9,1.9,8,3,6,0,2.2,121,13,3.8,0.2,0.9,Education,2,6.6,10.0
1410,amina Trabelsi,13,Male,Hoceinia,8th,2.9,9.8,51,1,1.0,10,3,6,1,1.0,86,11,0.9,2.1,1.1,Social Media,7,7.3,4.9
1411,Sara Benguettaf,16,Female,Nzala,9th,6.1,7.3,70,7,0.7,7,4,6,1,1.0,123,9,2.9,1.0,1.0,Other,4,5.1,10.0
1412,Sirine Djilali,15,Male,Béjaïa,10th,5.4,7.6,53,9,0.9,1,2,2,0,0.8,44,9,0.2,2.2,1.0,Social Media,9,8.1,6.7
1413,Majda Mezouar,15,Male,Aïn Abessa,10th,7.0,5.7,90,10,0.4,8,10,7,0,1.2,117,7,5.0,0.1,2.2,Social Media,6,2.8,10.0
1414,Mahmoud Akroum,18,Prefer not to say,Naama,10th,4.0,5.3,62,6,0.8,7,1,7,1,0.7,119,8,3.5,1.2,0.8,Social Media,4,4.9,10.0
1415,Rima Merouane,15,Prefer not to say,Timimoun,10th,4.8,5.4,64,4,2.5,2,3,6,1,0.7,146,9,1.8,0.1,0.8,Other,9,7.8,8.7
1416,Rabah Touam,18,Female,Djemila,10th,8.0,6.1,76,5,1.4,7,10,7,1,0.8,50,15,4.0,1.6,0.0,Social Media,8,11.3,10.0
1417,Souhila Khammar,19,Prefer not to say,Timimoun,10th,5.8,6.3,78,6,0.0,6,7,9,0,1.2,63,20,5.0,1.8,1.6,Education,2,4.6,10.0
1418,Meriem Ferhat,19,Female,Aïn Oussara,7th,3.8,6.5,91,4,1.6,7,2,8,0,1.9,134,11,4.3,1.2,1.0,Gaming,8,7.5,10.0
1419,Ouassim Ghazi,19,Prefer not to say,Djelfa,11th,7.1,7.1,67,2,0.4,1,1,4,0,2.6,119,16,2.8,2.4,0.0,Gaming,4,5.3,10.0
1420,Ilyes Mokhtar,17,Female,El Oued,7th,3.2,7.5,98,3,0.5,2,2,10,1,0.5,49,19,3.2,0.5,0.9,Browsing,5,5.2,7.9
1421,Said Djelali,17,Female,Aït Yenni,9th,0.0,8.5,74,1,1.2,9,10,5,1,1.4,146,11,3.2,1.8,0.7,Education,3,7.9,5.9
1422,Imad Djaout,16,Female,Relizane,12th,6.5,8.1,81,4,1.6,7,5,1,1,1.7,150,14,2.8,1.0,0.7,Education,8,5.2,10.0
1423,Riadh Nasri,18,Male,Souk Ahras,9th,3.2,6.9,53,0,0.8,6,4,3,1,0.8,144,19,1.9,2.0,0.4,Other,2,6.5,10.0
1424,El Hadi Mecheri,14,Female,Skikda,12th,4.4,3.8,88,8,1.8,4,5,3,0,0.9,39,10,0.3,0.1,1.4,Browsing,8,7.8,5.7
1425,Fatima Meftah,17,Prefer not to say,Ben Mehidi,9th,5.3,5.7,75,9,0.0,5,8,10,1,1.9,33,6,2.2,1.0,2.1,Gaming,9,7.5,7.5
1426,Salma Maouche,13,Male,Tarik Ibn Ziad,8th,5.2,6.4,61,10,2.4,5,6,8,1,0.8,136,7,2.6,3.5,0.7,Education,1,5.7,10.0
1427,Assia Mecheri,18,Male,Oued Chorfa,11th,6.2,4.7,96,8,0.8,9,4,5,0,2.0,64,6,2.4,0.1,1.0,Social Media,1,5.0,8.8
1428,Meriem Ouattara,16,Prefer not to say,In Salah,12th,6.4,8.5,98,1,2.6,7,10,8,1,0.9,55,20,2.2,0.8,1.0,Education,6,5.0,10.0
1429,Radia Nemouchi,18,Prefer not to say,Bazer Sakhra,12th,4.6,3.0,72,2,0.0,8,4,7,1,1.5,43,10,4.9,2.2,1.0,Browsing,9,6.0,10.0
1430,Oumaima Amara,13,Female,Oum El Bouaghi,11th,1.3,3.2,61,0,0.0,3,7,2,0,0.4,92,8,2.5,2.0,0.0,Education,3,10.3,7.6
1431,Wissal Sifi,14,Prefer not to say,Dar Chioukh,11th,3.7,7.5,53,6,1.3,7,4,3,1,0.2,115,18,3.1,1.8,0.4,Other,2,4.5,10.0
1432,Fella El Hachemi,13,Male,Timimoun,8th,5.7,6.7,100,4,2.5,6,7,10,1,0.0,51,9,0.8,1.3,1.3,Education,7,2.9,7.3
1433,Alaa Eddine Moualek,14,Prefer not to say,Ouled Fayet,8th,2.6,6.0,68,0,0.0,6,9,6,0,0.9,122,20,1.4,1.2,0.6,Social Media,9,6.4,8.6
1434,Rami Selmane,15,Prefer not to say,El Kantara,12th,5.8,7.1,91,7,2.2,8,6,10,1,0.8,76,14,2.6,1.4,0.7,Education,5,4.8,10.0
1435,Manel Khaldi,13,Prefer not to say,Ouled Djellal,8th,2.6,6.7,82,1,1.9,4,2,2,0,2.4,98,14,1.5,0.0,0.4,Social Media,3,7.2,5.5
1436,Nour Zerrouki,13,Male,Sidi Amrane,8th,2.5,7.6,90,7,0.1,5,2,10,1,1.0,61,7,2.6,1.9,2.4,Browsing,3,2.1,5.8
1437,Ikram Larbi,14,Male,Tichy,11th,3.0,6.6,82,0,0.8,1,3,3,0,0.6,84,6,3.7,2.3,1.0,Other,9,6.7,8.6
1438,Zoulikha Benziane,14,Female,T’Kout,11th,5.9,3.9,64,7,0.9,5,5,4,0,1.0,70,20,3.1,2.7,0.9,Other,10,7.5,10.0
1439,Chaima Aissaoui,14,Prefer not to say,Husseïn Dey,12th,5.1,10.0,95,7,1.7,10,2,7,0,1.1,67,8,2.8,1.6,1.9,Other,2,5.6,7.4
1440,Khadija Sellami,18,Male,El Achour,7th,3.5,6.0,66,1,0.4,4,7,8,0,1.2,100,8,3.0,0.6,0.6,Other,5,8.7,7.7
1441,Sofiane Chabane,13,Female,Aïn Taghrout,9th,5.1,4.3,63,9,1.3,4,8,6,0,0.0,49,6,3.0,0.8,2.2,Browsing,1,7.9,8.9
1442,Rami Gacemi,17,Female,Mostaganem,8th,5.1,5.0,82,5,1.9,7,1,3,0,0.9,63,18,1.9,2.4,0.4,Education,10,7.1,10.0
1443,Tayeb Benali,14,Prefer not to say,Menaa,10th,2.0,7.3,58,8,1.8,3,9,1,1,2.0,92,6,1.4,1.0,0.5,Gaming,10,6.9,3.8
1444,Samira Mostefaoui,17,Male,Reghaïa,7th,5.5,6.8,51,4,1.8,10,1,8,1,1.1,96,13,3.3,4.0,0.0,Other,9,6.5,10.0
1445,Hassan Zerrouki,17,Male,Tamanrasset,12th,4.6,8.9,93,6,1.3,5,7,7,0,1.0,44,8,1.0,0.8,0.3,Other,4,6.2,4.4
1446,Abdelkader Djaout,17,Male,Batna,10th,2.6,7.0,53,8,0.9,6,3,10,0,1.7,135,20,3.8,3.4,0.6,Other,5,5.9,10.0
1447,Lakhdar Madani,15,Male,Béni Abbès,7th,4.0,3.4,89,3,0.9,1,5,6,1,0.8,141,13,3.0,2.1,0.7,Gaming,8,6.6,10.0
1448,Souad Mostefaoui,15,Male,Béchar,8th,6.2,4.9,78,8,1.9,4,3,5,1,0.9,63,8,1.9,1.9,0.1,Education,9,4.4,10.0
1449,Mehrez Djelali,15,Female,Oran,8th,8.9,3.9,55,6,1.3,3,9,9,0,1.2,21,12,2.3,2.0,0.0,Gaming,10,2.8,10.0
1450,Ziad Tigha,15,Female,El Oued,10th,6.0,9.2,84,5,1.0,7,9,5,1,0.8,128,20,2.1,0.5,0.9,Browsing,2,3.0,10.0
1451,Fateh Sellami,14,Male,El Hadjira,8th,8.1,9.3,54,3,0.3,7,1,9,1,1.6,118,20,2.9,1.4,1.4,Other,1,6.5,10.0
1452,Wissam Remili,13,Male,Djanet,11th,4.8,5.8,93,2,0.3,3,10,6,0,1.3,64,15,0.0,1.4,1.3,Education,7,3.4,7.6
1453,Narimane Toumi,13,Female,Guelma,7th,4.1,7.8,76,7,1.2,4,1,8,1,1.2,91,14,2.1,0.2,1.3,Gaming,10,2.6,7.1
1454,Emna Saidane,15,Male,Bordj Bou Arréridj,12th,5.2,5.2,68,9,1.3,5,1,3,1,0.7,20,13,2.4,1.4,0.5,Education,2,5.8,9.4
1455,Manel Ouahrani,19,Male,Mostaganem,10th,4.2,6.6,50,9,2.5,6,6,5,0,1.6,83,18,2.9,0.7,0.3,Gaming,6,8.3,9.8
1456,Kahina Djelloul,18,Prefer not to say,Tipaza,12th,6.1,4.5,70,8,1.8,10,8,9,1,0.6,100,12,3.6,2.7,0.6,Education,1,2.8,10.0
1457,Warda Meftah,13,Male,Djendel,12th,6.2,3.8,72,9,0.0,6,4,3,0,1.2,40,19,3.5,0.2,0.7,Education,7,4.9,10.0
1458,Zoulikha Djaballah,17,Prefer not to say,Beni Azziz,10th,4.9,3.6,100,3,1.4,4,5,5,0,1.7,37,14,1.6,0.8,1.9,Other,5,3.2,9.0
1459,Souad Nadjib,15,Male,Oued Zénati,12th,5.7,5.4,93,8,0.9,9,10,6,0,0.9,71,12,2.9,0.0,0.0,Other,4,4.2,9.7
1460,Camila Boussaada,19,Female,M'Sila,8th,4.3,4.9,100,8,2.2,2,6,3,0,1.1,124,9,2.2,0.8,0.4,Browsing,10,4.0,9.1
1461,Abdelkader Saidi,18,Female,Tala Hamza,12th,5.2,7.6,56,10,1.9,5,6,1,1,1.3,98,18,3.3,1.0,0.1,Other,6,6.8,10.0
1462,Samar Cheikh,13,Male,Ahl El Ksar,10th,8.7,4.3,68,9,1.7,8,8,1,0,0.3,126,16,2.0,3.1,0.5,Education,9,2.4,10.0
1463,Wissal Baghdad,19,Female,Oued Koriche,10th,5.9,6.8,53,4,0.5,10,7,2,1,1.7,137,9,3.7,0.0,0.2,Other,8,7.0,10.0
1464,Azzedine Benali,15,Male,El Taref,10th,2.5,3.4,87,1,1.1,7,3,2,0,1.3,55,12,3.9,1.3,3.0,Gaming,8,7.9,9.5
1465,Adila Zerrouki,14,Male,Laghouat,12th,8.3,7.9,59,10,0.5,9,5,4,1,0.3,117,19,1.6,2.0,2.0,Education,9,3.7,10.0
1466,Akram Sellami,13,Prefer not to say,Tadmaït,12th,5.9,6.4,79,10,1.6,4,5,5,0,0.2,117,15,2.8,2.5,0.6,Browsing,2,6.7,10.0
1467,Salima Hamzaoui,17,Male,Tipaza,9th,4.3,6.7,93,6,0.4,7,9,6,0,0.8,33,13,2.5,0.0,1.8,Social Media,8,4.0,6.7
1468,Imad Ouled Said,16,Female,Guelma,12th,3.5,6.8,91,4,1.1,5,3,4,0,2.2,107,12,3.7,1.4,0.5,Browsing,1,9.2,9.7
1469,Sirine Meliani,19,Male,Ouled Moussa,8th,6.7,10.0,57,3,0.7,6,6,7,0,0.5,111,11,0.5,2.1,0.8,Education,5,7.7,8.7
1470,Wahid Khelifi,18,Male,Oum El Bouaghi,10th,8.9,3.9,91,5,0.7,9,3,4,1,0.9,33,13,2.7,1.4,3.0,Gaming,3,5.0,10.0
1471,Islam Mostefaoui,13,Prefer not to say,El Eulma,11th,6.6,7.3,66,8,0.0,8,5,1,1,1.8,71,18,2.2,1.3,0.0,Other,7,5.9,10.0
1472,Melissa Ibrahim,19,Prefer not to say,Ahl El Ksar,10th,6.2,7.6,85,9,1.5,1,1,4,1,1.6,37,11,0.7,1.9,0.9,Education,8,8.9,7.9
1473,Rayane Bachiri,15,Male,Touggourt,7th,5.2,8.0,80,2,1.6,3,4,8,0,1.2,55,7,1.2,2.5,0.6,Education,10,6.9,7.4
1474,Melissa Othmani,16,Female,Belouizdad,8th,5.5,5.3,93,1,0.9,5,10,8,1,0.6,44,18,2.0,0.6,1.1,Browsing,10,5.9,9.9
1475,Soufiane Messaoud,17,Female,Aïn Abessa,8th,5.1,8.3,78,1,0.0,9,5,7,0,1.0,46,6,4.1,3.5,0.4,Other,2,7.9,10.0
1476,Dalila Bessa,17,Female,Mahelma,11th,5.8,8.5,99,3,2.1,6,6,10,1,0.3,76,20,1.9,0.1,0.3,Social Media,1,4.5,9.1
1477,Djamila Ferhat,17,Female,Biskra,8th,2.6,4.5,62,2,0.0,9,4,6,0,1.0,46,14,2.9,0.0,0.7,Browsing,4,8.0,7.0
1478,Jawaher Mansouri,18,Male,Iferhounène,9th,2.9,3.9,60,9,0.7,4,8,10,1,0.3,87,15,1.4,0.7,2.2,Other,1,5.7,7.8
1479,Kenza Sahraoui,15,Female,Ghardaïa,7th,6.6,4.9,95,9,1.6,2,7,6,1,1.8,86,11,0.4,1.7,1.4,Other,8,7.1,10.0
1480,Karima Djelali,16,Female,Bougaa,9th,3.5,6.1,83,4,1.8,3,2,3,0,0.8,48,9,2.9,1.3,0.0,Other,7,8.8,7.4
1481,Riadh Bouzid,16,Prefer not to say,Boumerdès,8th,4.8,5.3,59,1,0.0,10,9,3,1,1.4,77,13,1.0,2.1,0.6,Social Media,9,6.6,9.4
1482,Wafa Zitouni,17,Prefer not to say,Tagra,9th,6.7,5.2,89,2,0.2,8,9,6,1,1.4,76,5,3.7,1.2,0.8,Browsing,8,5.4,10.0
1483,Djamila Ouali,13,Male,Djanet,7th,0.8,6.0,71,3,0.4,10,7,2,1,1.4,139,18,3.2,0.0,1.5,Gaming,10,6.3,7.4
1484,Mustapha Kerroum,16,Prefer not to say,Khenchela,9th,6.3,5.7,88,0,0.2,8,1,1,0,1.0,77,14,1.9,2.5,0.8,Education,3,7.4,10.0
1485,Heythem Gacemi,17,Female,Iferhounène,11th,7.4,6.5,90,2,2.5,4,1,1,0,0.6,103,7,1.3,0.6,2.0,Other,5,3.3,9.5
1486,Djallel Salhi,16,Female,Relizane,7th,4.1,6.4,76,4,1.7,2,3,2,1,1.1,123,20,2.7,2.7,1.1,Education,10,7.3,10.0
1487,Siham Benali,13,Female,Amoucha,11th,2.9,4.7,63,0,0.0,3,8,4,0,1.0,90,19,1.6,0.6,0.4,Other,8,6.9,8.4
1488,Kenza Laid,17,Female,El Bayadh,9th,8.7,5.5,95,6,1.9,2,8,2,1,0.7,76,8,4.2,1.3,1.5,Education,5,4.6,10.0
1489,Nawal Mohamed,18,Male,Beni Mouhli,12th,4.5,8.6,57,4,0.0,2,9,7,1,0.9,109,12,4.3,1.9,0.8,Other,6,5.5,10.0
1490,Zine Eddine Mecheri,16,Male,Mahelma,11th,3.8,4.9,91,3,1.8,4,10,7,1,1.9,138,12,2.6,0.0,0.8,Other,7,3.4,9.1
1491,Mehdi Tigha,14,Prefer not to say,Biskra,9th,7.1,5.0,82,0,0.8,10,9,10,1,1.3,28,15,2.2,0.7,0.6,Other,3,3.2,10.0
1492,Basma Ben Hamou,13,Female,Khemis Miliana,11th,6.0,7.0,80,1,0.6,1,7,5,0,0.6,88,20,2.6,0.9,1.8,Browsing,5,6.5,10.0
1493,Hana Zerrouki,16,Prefer not to say,Naama,11th,4.9,5.8,94,4,0.2,2,6,7,1,1.6,58,14,1.9,1.2,0.1,Other,8,7.3,9.1
1494,Leila Benziane,14,Female,Sétif,8th,6.7,7.1,73,7,2.0,10,6,6,0,1.3,28,9,0.6,1.7,1.1,Other,1,5.3,7.8
1495,Nora Fekir,17,Male,Akbou,11th,1.4,4.9,94,10,0.2,7,10,3,1,1.0,61,11,4.0,0.1,1.6,Social Media,5,3.2,6.5
1496,Malika Messaoudi,15,Male,Béni Abbès,8th,3.4,8.9,86,9,1.4,7,8,6,0,2.4,43,13,2.5,2.2,1.2,Gaming,3,3.4,7.1
1497,Feriel Ouali,13,Male,Béni Abbès,7th,2.9,6.3,57,5,1.5,2,10,5,1,1.0,149,12,0.3,1.8,0.0,Other,10,5.4,7.2
1498,Fawzi Ali,15,Male,Chaâbet El Ham,9th,6.6,5.9,54,10,1.0,2,1,8,0,1.2,95,19,1.5,2.6,0.3,Gaming,10,6.5,10.0
1499,Linda Lounes,17,Female,Ouaguenoun,9th,3.5,5.7,59,9,0.9,5,2,1,0,1.2,105,10,2.1,1.7,0.7,Gaming,9,6.6,8.5
1500,Salma Toubal,14,Male,In Guezzam,9th,1.3,7.6,66,5,1.7,1,3,1,1,1.7,69,16,2.8,2.1,0.6,Gaming,10,3.3,7.0
1501,Nora Akroum,17,Female,El Bayadh,12th,7.8,4.6,56,0,1.5,6,10,9,1,0.6,126,6,0.9,2.1,0.9,Other,4,8.2,10.0
1502,Zoulikha Trabelsi,16,Female,Biskra,7th,4.7,7.8,63,4,2.2,3,7,2,0,1.1,62,13,2.6,0.4,0.5,Social Media,1,5.1,7.6
1503,Sid Ahmed Djaout,16,Prefer not to say,El Bayadh,12th,1.9,6.2,58,0,1.9,2,9,10,1,1.6,32,14,2.9,3.4,0.0,Education,7,3.6,8.5
1504,Sarah Lounes,16,Prefer not to say,Beni Zmenzer,10th,9.0,7.1,73,5,0.4,9,5,6,1,1.9,29,19,2.5,2.5,1.1,Social Media,7,5.7,10.0
1505,Mohamed Toubal,15,Male,Biskra,8th,7.3,5.6,56,0,0.3,7,10,9,0,0.8,39,9,0.8,1.2,1.9,Education,4,2.6,9.1
1506,Donia Ben Messaoud,16,Prefer not to say,Belouizdad,10th,2.2,8.8,92,6,0.5,10,9,2,1,0.3,80,19,2.2,1.8,1.2,Other,4,5.8,7.2
1507,Islam Ben Said,19,Female,Belouizdad,10th,6.8,8.6,73,6,0.0,6,5,6,1,0.9,66,20,2.3,1.4,1.0,Education,2,5.5,10.0
1508,Lakhdar Ben Aoun,18,Female,Ouled Djellal,12th,5.0,7.6,100,8,1.1,4,3,8,0,0.0,100,12,2.5,1.8,1.1,Other,4,5.6,9.9
1509,Youssra Khelifa,14,Female,Akbou,7th,5.8,4.8,98,7,1.5,6,8,6,1,0.3,28,20,1.0,1.4,1.3,Gaming,1,3.3,10.0
1510,Jawaher Guerfi,15,Female,Chellata,12th,2.6,4.7,86,7,1.6,6,9,1,0,0.6,145,15,3.8,2.2,1.0,Browsing,2,6.4,10.0
1511,Ziad Ibrahim,16,Female,Taskriout,12th,2.7,6.3,92,3,1.4,2,9,3,1,1.7,112,17,2.1,2.6,0.9,Gaming,10,5.7,9.9
1512,Djamel Chaoui,17,Prefer not to say,Beni Zmenzer,11th,7.7,9.3,68,7,0.0,6,3,3,1,0.1,73,13,3.3,0.0,0.0,Education,10,6.5,10.0
1513,Riadh Lounes,19,Female,Beni Zmenzer,8th,5.1,5.8,71,1,1.4,5,2,3,1,0.8,133,15,3.3,0.0,1.2,Gaming,9,1.0,10.0
1514,Abderrahmane Djelloul,17,Prefer not to say,Boukhelifa,12th,2.7,6.6,82,10,2.7,1,2,7,1,0.2,94,11,2.4,2.4,0.3,Browsing,5,6.1,8.3
1515,Lounes Ben Amor,18,Male,Guerrouma,10th,4.5,7.3,71,2,1.1,1,9,3,0,0.9,131,6,2.9,0.7,1.9,Education,4,5.0,8.3
1516,Ilyes Bendjebbar,18,Prefer not to say,Bab El Oued,9th,7.8,7.1,85,0,0.0,4,4,3,0,1.2,53,5,2.9,1.4,0.0,Browsing,6,9.7,10.0
1517,Mansour Merouane,15,Male,Naama,10th,4.1,8.5,91,9,0.8,6,2,5,0,0.0,49,15,2.2,1.3,1.9,Social Media,9,4.7,7.3
1518,Asma El Fassi,15,Female,El Oued,9th,6.2,6.1,75,6,0.2,8,3,2,0,1.2,76,8,2.1,1.0,1.4,Social Media,6,6.5,9.4
1519,Farida Boutaleb,15,Prefer not to say,Khraicia,12th,3.0,3.8,96,9,1.3,8,5,8,0,0.6,107,5,2.2,1.2,1.6,Social Media,9,4.9,7.6
1520,Khaled Ouled Said,14,Prefer not to say,Tichy,11th,7.4,5.9,98,7,0.1,7,5,3,0,1.8,124,13,2.4,1.5,1.0,Browsing,10,7.6,10.0
1521,Lotfi Iles,17,Prefer not to say,Taxlent,12th,5.3,5.5,75,7,2.1,6,8,10,1,0.0,38,7,3.7,2.3,0.7,Other,3,2.0,10.0
1522,Rafik Kamel,14,Female,Souk El Khemis,8th,4.6,7.1,63,5,2.3,6,7,5,1,0.6,85,14,2.3,0.6,0.7,Gaming,2,4.9,8.4
1523,Nabil Bouteldja,16,Male,Ouled Derradj,11th,5.3,8.9,93,8,1.0,8,10,6,1,0.4,56,7,3.2,0.2,1.7,Browsing,2,6.3,6.8
1524,Reda Mezouar,18,Male,Annaba,10th,4.8,8.1,56,8,1.5,1,1,2,1,1.3,20,17,2.0,0.1,2.5,Social Media,2,8.5,6.6
1525,Youssra Debbah,17,Male,Laalam,12th,7.7,7.3,74,8,2.3,9,2,3,1,1.4,63,8,2.5,3.5,1.7,Gaming,5,4.8,10.0
1526,Chawki Ghazali,14,Male,Laghouat,7th,7.0,8.0,64,4,0.4,10,10,10,1,1.2,77,6,2.2,1.6,1.9,Browsing,8,6.5,9.5
1527,Meriem Chikh,13,Male,Rouiba,7th,2.1,7.0,88,5,0.1,6,6,2,0,1.0,51,6,3.3,1.9,1.4,Social Media,10,7.3,6.0
1528,Riadh Mansouri,16,Female,Hamma Loulé,11th,6.3,6.2,52,9,2.6,3,3,6,0,1.5,43,14,2.4,1.4,1.5,Gaming,5,5.4,10.0
1529,Majid Benaissa,14,Prefer not to say,Aït Mellikeche,8th,6.0,5.5,67,0,0.1,6,1,6,0,2.1,37,10,1.7,0.7,0.8,Gaming,8,8.6,8.4
1530,Ines Ben Said,19,Male,Sidi Mezghiche,12th,6.8,9.4,67,6,0.8,8,1,2,1,1.3,57,20,1.1,1.1,1.0,Social Media,6,7.1,9.4
1531,Linda Moualek,13,Prefer not to say,Bab El Oued,7th,4.1,6.5,92,9,1.2,2,5,8,1,1.8,144,8,3.0,2.9,1.4,Other,1,4.2,10.0
1532,Salem Zouaghi,19,Female,Oum El Bouaghi,12th,4.2,7.3,81,5,0.7,9,8,5,1,1.1,28,15,3.0,2.2,0.6,Gaming,4,8.0,9.3
1533,Salima Tayebi,14,Female,Tindouf,8th,2.4,8.2,99,10,0.0,7,5,10,0,1.5,68,14,2.5,2.2,1.4,Education,4,5.9,7.2
1534,Khadija Ykhlef,18,Prefer not to say,El M'Ghair,8th,5.7,7.5,67,8,1.0,1,10,10,0,0.8,103,10,0.7,2.2,0.6,Other,2,6.4,8.9
1535,Samira Bouterfa,17,Prefer not to say,Dar Chioukh,9th,1.9,6.8,99,7,1.4,1,4,3,1,1.7,80,18,2.2,0.9,1.4,Browsing,4,6.0,6.8
1536,Sonia Nadjib,16,Male,Beni Ourtilane,11th,5.7,4.7,51,4,0.6,4,1,3,1,0.8,59,17,1.4,0.8,0.1,Other,1,4.5,10.0
1537,Rami Merouane,18,Prefer not to say,Beni Mouhli,9th,7.8,5.4,91,8,0.9,9,6,4,0,1.0,147,11,2.8,1.3,0.9,Browsing,10,2.4,10.0
1538,Chawki Bouteldja,15,Female,Médéa,11th,4.3,7.8,73,7,0.0,3,4,10,1,2.0,69,15,2.7,1.5,0.6,Education,1,7.5,9.0
1539,Mehrez Ferhat,18,Female,Zaatcha,7th,1.4,4.5,66,7,0.4,8,10,1,1,2.1,113,17,2.7,2.5,1.0,Social Media,9,7.7,10.0
1540,Yacine Touati,13,Male,Yatafen,9th,3.2,7.0,100,3,0.6,5,8,5,1,0.5,35,11,2.2,1.6,0.7,Browsing,1,8.3,6.4
1541,Youssra Maouche,19,Male,Boukhelifa,7th,3.9,7.7,58,9,0.0,4,7,7,1,0.9,51,16,2.7,1.4,0.8,Education,9,3.4,8.4
1542,Noureddine Gacemi,13,Male,Oum El Bouaghi,11th,4.4,7.6,82,10,1.8,8,5,10,1,0.4,146,17,3.5,0.6,0.3,Gaming,10,4.2,10.0
1543,Salima Haddad,13,Male,Aïn Bouziane,11th,3.1,5.6,88,0,1.6,3,9,3,1,0.1,74,9,5.0,0.7,0.9,Education,8,5.3,9.3
1544,Riad Merabet,13,Female,Blida,11th,5.5,9.3,57,8,1.3,2,4,10,1,0.8,119,19,2.5,1.0,0.5,Gaming,6,5.1,10.0
1545,Warda Ibrahim,14,Male,Lakhdaria,12th,8.9,6.8,76,8,2.0,7,3,8,1,2.2,118,11,0.5,3.3,0.9,Gaming,8,6.4,10.0
1546,Samira Ben Amor,19,Prefer not to say,Constantine,8th,5.9,4.9,68,1,1.6,2,2,8,0,1.7,82,5,4.3,0.6,0.6,Social Media,9,5.8,10.0
1547,Adila Bessa,15,Female,Chorfa,9th,3.6,8.2,95,3,0.1,1,2,4,0,1.0,61,6,2.2,2.1,0.8,Education,2,5.7,6.2
1548,Amel Mahdi,18,Prefer not to say,El Taref,10th,4.7,5.9,80,10,0.1,2,3,6,0,0.7,141,9,2.7,2.7,1.7,Social Media,3,6.8,10.0
1549,Ayoub El Hachemi,16,Prefer not to say,Tigzirt,7th,3.2,5.2,86,4,2.1,8,3,5,0,1.3,50,13,2.3,0.6,2.4,Education,3,4.4,7.1
1550,Meriem Bouzid,14,Prefer not to say,Djendel,11th,2.2,5.1,90,2,0.9,3,4,5,0,1.1,122,7,4.4,2.3,0.7,Other,1,6.0,10.0
1551,Sarah Bouzid,19,Female,Aïn Defla,11th,7.1,7.4,86,1,0.1,6,6,5,0,0.5,94,11,2.7,2.1,1.8,Gaming,8,4.0,10.0
1552,Hocine Fares,14,Female,Berrihane,9th,3.6,6.5,97,6,3.6,5,10,3,0,0.9,22,13,3.2,2.7,0.7,Browsing,5,3.2,9.3
1553,Ahmed Larbi,17,Prefer not to say,Tiaret,11th,4.5,9.1,78,1,1.3,4,8,3,0,1.7,133,20,3.8,1.6,1.5,Browsing,9,4.3,10.0
1554,Zahra Maouche,18,Female,Tigharghar,8th,5.2,10.0,76,3,1.7,5,3,2,1,0.8,96,9,2.3,2.0,1.2,Education,4,3.0,8.2
1555,Sana Ben Amor,18,Female,Laghouat,9th,7.8,8.6,60,1,0.5,7,4,2,1,1.7,80,6,4.0,1.4,0.7,Gaming,7,7.2,10.0
1556,Sofian Benaissa,13,Female,Tala Ifacene,7th,3.3,7.4,62,4,0.7,9,5,1,1,0.6,46,8,2.6,2.4,0.1,Browsing,6,1.9,7.1
1557,Slimane Bouziane,17,Female,Aïn Soltane,8th,7.5,8.0,84,3,0.0,8,1,3,1,1.4,111,12,2.2,0.9,0.7,Other,1,8.5,10.0
1558,Soha Touati,19,Male,Ghardaïa,12th,1.1,3.8,88,7,0.4,1,10,5,0,0.0,144,15,2.6,1.0,1.4,Gaming,5,8.2,8.7
1559,Salima Iles,16,Prefer not to say,Khenchela,10th,3.8,6.4,86,9,0.0,9,9,5,0,0.4,20,20,2.6,1.5,1.9,Browsing,1,2.5,9.1
1560,Chahinez Chikh,19,Male,Mékhadma,8th,6.0,6.7,54,2,0.3,7,10,7,1,1.1,104,13,1.0,1.0,0.0,Browsing,1,8.2,9.3
1561,Djamila Tigha,14,Female,Touggourt,11th,5.0,7.0,64,3,1.4,9,7,2,1,1.3,107,9,3.0,0.4,0.5,Education,10,8.1,8.8
1562,Reda Mostefaoui,16,Prefer not to say,Iferhounène,9th,4.5,3.0,57,1,2.5,1,9,6,1,1.2,108,6,2.2,0.9,0.2,Browsing,7,6.0,9.5
1563,Farid Ben Toumi,14,Male,Saharij,8th,6.0,5.1,95,10,1.9,7,6,3,0,1.9,147,10,1.0,2.8,1.1,Browsing,3,4.4,10.0
